buy_at_utc,buy_price,dir,sell_at_utc,sell_price,gain,buy_at,sell_at,month,weekday,day,hour,delta
2017-01-01 23:35:00,116.73,1,2017-01-01 23:40:00,116.762,3.2,2017-01-02 01:35:00,2017-01-02 01:40:00,1,0,2,1,5
2017-01-02 00:40:00,116.73,1,2017-01-02 00:41:00,116.727,-0.3,2017-01-02 02:40:00,2017-01-02 02:41:00,1,0,2,2,1
2017-01-02 07:33:00,117.022,-1,2017-01-02 08:12:00,117.432,-41.0,2017-01-02 09:33:00,2017-01-02 10:12:00,1,0,2,9,39
2017-01-02 08:48:00,117.373,-1,2017-01-02 10:21:00,117.426,-5.3,2017-01-02 10:48:00,2017-01-02 12:21:00,1,0,2,10,93
2017-01-02 13:46:00,117.339,1,2017-01-02 15:18:00,117.377,3.8,2017-01-02 15:46:00,2017-01-02 17:18:00,1,0,2,15,92
2017-01-02 19:51:00,117.613,-1,2017-01-02 21:25:00,117.604,0.9,2017-01-02 21:51:00,2017-01-02 23:25:00,1,0,2,21,94
2017-01-02 20:19:00,117.611,-1,2017-01-02 21:54:00,117.564,4.7,2017-01-02 22:19:00,2017-01-02 23:54:00,1,0,2,22,95
2017-01-02 22:02:00,117.465,1,2017-01-02 23:32:00,117.433,-3.2,2017-01-03 00:02:00,2017-01-03 01:32:00,1,1,3,0,90
2017-01-02 22:20:00,117.458,1,2017-01-02 23:50:00,117.5,4.2,2017-01-03 00:20:00,2017-01-03 01:50:00,1,1,3,0,90
2017-01-02 22:40:00,117.349,1,2017-01-03 00:10:00,117.377,2.8,2017-01-03 00:40:00,2017-01-03 02:10:00,1,1,3,0,90
2017-01-02 22:57:00,117.313,1,2017-01-03 00:27:00,117.433,12.0,2017-01-03 00:57:00,2017-01-03 02:27:00,1,1,3,0,90
2017-01-02 23:32:00,117.433,-1,2017-01-03 01:02:00,117.354,7.9,2017-01-03 01:32:00,2017-01-03 03:02:00,1,1,3,1,90
2017-01-02 23:48:00,117.487,-1,2017-01-03 01:18:00,117.381,10.6,2017-01-03 01:48:00,2017-01-03 03:18:00,1,1,3,1,90
2017-01-03 06:58:00,117.486,-1,2017-01-03 07:21:00,117.791,-30.5,2017-01-03 08:58:00,2017-01-03 09:21:00,1,1,3,8,23
2017-01-03 08:18:00,117.914,-1,2017-01-03 09:48:00,118.171,-25.7,2017-01-03 10:18:00,2017-01-03 11:48:00,1,1,3,10,90
2017-01-03 09:17:00,118.037,-1,2017-01-03 10:47:00,118.178,-14.1,2017-01-03 11:17:00,2017-01-03 12:47:00,1,1,3,11,90
