buy_at_utc,buy_price,dir,sell_at_utc,sell_price,gain,buy_at,sell_at,month,weekday,day,hour,delta
2017-01-03 08:31:00,117.985,-1,2017-01-03 08:37:00,117.887,9.8,2017-01-03 10:31:00,2017-01-03 10:37:00,1,1,3,10,6
2017-01-03 14:51:00,118.105,1,2017-01-03 14:52:00,118.076,-2.9,2017-01-03 16:51:00,2017-01-03 16:52:00,1,1,3,16,1
2017-01-03 20:23:00,117.585,1,2017-01-03 20:50:00,117.672,8.7,2017-01-03 22:23:00,2017-01-03 22:50:00,1,1,3,22,27
2017-01-03 21:00:00,117.732,-1,2017-01-03 21:11:00,117.659,7.3,2017-01-03 23:00:00,2017-01-03 23:11:00,1,1,3,23,11
2017-01-05 19:10:00,115.67,-1,2017-01-05 19:28:00,115.577,9.3,2017-01-05 21:10:00,2017-01-05 21:28:00,1,3,5,21,18
2017-01-09 19:45:00,116.053,1,2017-01-09 19:51:00,116.128,7.5,2017-01-09 21:45:00,2017-01-09 21:51:00,1,0,9,21,6
2017-01-11 01:50:00,115.864,1,2017-01-11 01:59:00,115.967,10.3,2017-01-11 03:50:00,2017-01-11 03:59:00,1,2,11,3,9
2017-01-11 03:27:00,116.004,1,2017-01-11 04:06:00,116.052,4.8,2017-01-11 05:27:00,2017-01-11 06:06:00,1,2,11,5,39
2017-01-11 21:06:00,115.361,1,2017-01-11 22:18:00,115.449,8.8,2017-01-11 23:06:00,2017-01-12 00:18:00,1,2,11,23,72
2017-01-11 23:26:00,115.24,1,2017-01-11 23:47:00,115.095,-14.5,2017-01-12 01:26:00,2017-01-12 01:47:00,1,3,12,1,21
2017-01-12 21:35:00,114.723,-1,2017-01-12 22:14:00,114.667,5.6,2017-01-12 23:35:00,2017-01-13 00:14:00,1,3,12,23,39
2017-01-16 16:32:00,114.059,1,2017-01-16 16:58:00,114.141,8.2,2017-01-16 18:32:00,2017-01-16 18:58:00,1,0,16,18,26
2017-01-17 22:25:00,112.711,-1,2017-01-18 00:04:00,112.841,-13.0,2017-01-18 00:25:00,2017-01-18 02:04:00,1,2,18,0,99
2017-01-17 23:39:00,112.845,-1,2017-01-18 00:27:00,112.755,9.0,2017-01-18 01:39:00,2017-01-18 02:27:00,1,2,18,1,48
2017-01-19 07:10:00,114.703,-1,2017-01-19 07:42:00,114.87,-16.7,2017-01-19 09:10:00,2017-01-19 09:42:00,1,3,19,9,32
2017-01-19 12:01:00,114.548,1,2017-01-19 12:21:00,114.621,7.3,2017-01-19 14:01:00,2017-01-19 14:21:00,1,3,19,14,20
2017-01-20 12:56:00,115.202,-1,2017-01-20 13:21:00,115.107,9.5,2017-01-20 14:56:00,2017-01-20 15:21:00,1,4,20,14,25
2017-01-24 23:51:00,113.848,1,2017-01-25 00:03:00,113.923,7.5,2017-01-25 01:51:00,2017-01-25 02:03:00,1,2,25,1,12
2017-01-25 18:49:00,113.772,-1,2017-01-25 19:40:00,113.683,8.9,2017-01-25 20:49:00,2017-01-25 21:40:00,1,2,25,20,51
2017-01-25 19:38:00,113.703,1,2017-01-25 20:19:00,113.38,-32.3,2017-01-25 21:38:00,2017-01-25 22:19:00,1,2,25,21,41
2017-01-26 18:52:00,114.337,1,2017-01-26 19:26:00,114.416,7.9,2017-01-26 20:52:00,2017-01-26 21:26:00,1,3,26,20,34
2017-01-27 09:19:00,115.058,1,2017-01-27 12:17:00,115.141,8.3,2017-01-27 11:19:00,2017-01-27 14:17:00,1,4,27,11,178
2017-01-27 17:13:00,115.26,-1,2017-01-27 18:17:00,115.148,11.2,2017-01-27 19:13:00,2017-01-27 20:17:00,1,4,27,19,64
2017-01-30 09:48:00,114.648,1,2017-01-30 10:06:00,114.732,8.4,2017-01-30 11:48:00,2017-01-30 12:06:00,1,0,30,11,18
2017-01-30 10:50:00,114.558,1,2017-01-30 11:02:00,114.643,8.5,2017-01-30 12:50:00,2017-01-30 13:02:00,1,0,30,12,12
2017-01-30 20:05:00,113.613,1,2017-01-30 20:48:00,113.693,8.0,2017-01-30 22:05:00,2017-01-30 22:48:00,1,0,30,22,43
2017-01-31 05:14:00,113.439,1,2017-01-31 05:35:00,113.521,8.2,2017-01-31 07:14:00,2017-01-31 07:35:00,1,1,31,7,21
2017-02-01 05:51:00,113.111,1,2017-02-01 06:06:00,113.194,8.3,2017-02-01 07:51:00,2017-02-01 08:06:00,2,2,1,7,15
2017-02-01 17:22:00,113.446,-1,2017-02-01 18:29:00,113.389,5.7,2017-02-01 19:22:00,2017-02-01 20:29:00,2,2,1,19,67
