bOPCL0,bOPCL1,bOPCL2,sEVNT0,sGAIN0,sLBNP0,sLBNP1,sLOSS0,year,lastDateTime,codeArgValStr,average,std,pipsPerHour,countPerMonth,pipsPerMonth,pipsPerMonthTotal
15,10,4,20,10,16,30,40,2016,2016-01-19 02:41:00,15_10_4_20_10_16_30_40,0.0,0.0,0.0,0,0.0,0.0
