date,month,day,week,weekday,res
20160427,4,27,5.428571428571429,2,0.1319999999999908
20160428,4,28,5.571428571428571,3,3.553999999999988
20160429,4,29,5.714285714285714,4,1.6280000000000143
20160502,5,2,1.1428571428571428,0,0.07200000000000273
20160503,5,3,1.2857142857142858,1,0.012000000000000455
20160504,5,4,1.4285714285714286,2,0.4510000000000076
20160505,5,5,1.5714285714285714,3,0.34199999999999875
20160506,5,6,1.7142857142857142,4,0.09300000000001774
20160509,5,9,2.142857142857143,0,1.2360000000000042
20160510,5,10,2.2857142857142856,1,0.9069999999999965
20160511,5,11,2.4285714285714284,2,0.826999999999984
20160512,5,12,2.5714285714285716,3,0.6160000000000139
20160513,5,13,2.7142857142857144,4,0.4410000000000167
20160516,5,16,3.142857142857143,0,0.3189999999999884
20160517,5,17,3.2857142857142856,1,0.1280000000000001
20160518,5,18,3.4285714285714284,2,1.1509999999999962
20160519,5,19,3.5714285714285716,3,0.2779999999999916
20160520,5,20,3.7142857142857144,4,0.19899999999999807
20160523,5,23,4.142857142857143,0,0.9180000000000064
20160524,5,24,4.285714285714286,1,0.7560000000000002
20160525,5,25,4.428571428571429,2,0.1490000000000009
20160526,5,26,4.571428571428571,3,0.4169999999999874
20160527,5,27,4.714285714285714,4,0.6839999999999975
20160530,5,30,5.142857142857143,0,0.7219999999999942
20160531,5,31,5.285714285714286,1,0.42199999999999704
20160601,6,1,1.4285714285714286,2,1.2079999999999984
20160602,6,2,1.5714285714285714,3,0.7049999999999983
20160603,6,3,1.7142857142857142,4,2.1740000000000066
20160606,6,6,2.142857142857143,0,0.9380000000000024
20160607,6,7,2.2857142857142856,1,0.23999999999999488
20160608,6,8,2.4285714285714284,2,0.29999999999999716
20160609,6,9,2.5714285714285716,3,0.04300000000002058
20160610,6,10,2.7142857142857144,4,0.30400000000000205
20160613,6,13,3.142857142857143,0,0.5750000000000028
20160614,6,14,3.2857142857142856,1,0.05699999999998795
20160615,6,15,3.4285714285714284,2,0.132000000000005
20160616,6,16,3.5714285714285716,3,1.6479999999999961
20160617,6,17,3.7142857142857144,4,0.14700000000000557
20160620,6,20,4.142857142857143,0,0.3289999999999935
20160621,6,21,4.285714285714286,1,0.958999999999989
20160622,6,22,4.428571428571429,2,0.33899999999999864
20160623,6,23,4.571428571428571,3,1.4270000000000067
20160624,6,24,4.714285714285714,4,3.6629999999999967
20160627,6,27,5.142857142857143,0,0.19400000000000261
20160628,6,28,5.285714285714286,1,0.6020000000000039
20160629,6,29,5.428571428571429,2,0.16599999999999682
20160630,6,30,5.571428571428571,3,0.44999999999998863
20160701,7,1,1.4285714285714286,4,0.7270000000000039
20160704,7,4,1.1428571428571428,0,0.04600000000000648
20160705,7,5,1.2857142857142858,1,0.8409999999999798
20160706,7,6,1.4285714285714286,2,0.35999999999999943
20160707,7,7,1.5714285714285714,3,0.5579999999999927
20160708,7,8,1.7142857142857142,4,0.29599999999997806
20160711,7,11,2.142857142857143,0,2.3970000000000056
20160712,7,12,2.2857142857142856,1,1.992999999999995
20160713,7,13,2.4285714285714284,2,0.44599999999998374
20160714,7,14,2.5714285714285716,3,0.9279999999999973
20160715,7,15,2.7142857142857144,4,0.0899999999999892
20160718,7,18,3.142857142857143,0,0.7210000000000036
20160719,7,19,3.2857142857142856,1,0.030000000000001137
20160720,7,20,3.4285714285714284,2,0.8490000000000038
20160721,7,21,3.5714285714285716,3,1.2460000000000093
20160722,7,22,3.7142857142857144,4,0.39100000000000534
20160725,7,25,4.142857142857143,0,0.353999999999985
20160726,7,26,4.285714285714286,1,1.133000000000024
20160727,7,27,4.428571428571429,2,0.5809999999999889
20160728,7,28,4.571428571428571,3,0.13099999999998602
20160729,7,29,4.714285714285714,4,3.3159999999999883
20160801,8,1,1.1428571428571428,0,0.33500000000000796
20160802,8,2,1.2857142857142858,1,1.5150000000000006
20160803,8,3,1.4285714285714286,2,0.33099999999997465
20160804,8,4,1.5714285714285714,3,0.009999999999990905
20160805,8,5,1.7142857142857142,4,0.5799999999999983
20160808,8,8,2.142857142857143,0,0.6780000000000115
20160809,8,9,2.2857142857142856,1,0.5209999999999866
20160810,8,10,2.4285714285714284,2,0.6400000000000006
20160811,8,11,2.5714285714285716,3,0.585000000000008
20160812,8,12,2.7142857142857144,4,0.6239999999999952
20160815,8,15,3.142857142857143,0,0.0030000000000143245
20160816,8,16,3.2857142857142856,1,0.9660000000000082
20160817,8,17,3.4285714285714284,2,0.03899999999998727
20160818,8,18,3.5714285714285716,3,0.3100000000000023
20160819,8,19,3.7142857142857144,4,0.2120000000000033
20160822,8,22,4.142857142857143,0,0.1460000000000008
20160823,8,23,4.285714285714286,1,0.056000000000011596
20160824,8,24,4.428571428571429,2,0.23100000000000875
20160825,8,25,4.571428571428571,3,0.11700000000000443
20160826,8,26,4.714285714285714,4,1.2439999999999998
20160829,8,29,5.142857142857143,0,0.08599999999999852
20160830,8,30,5.285714285714286,1,1.1170000000000044
20160831,8,31,5.428571428571429,2,0.43199999999998795
20160901,9,1,1.5714285714285714,3,0.23699999999998056
20160902,9,2,1.7142857142857142,4,0.7999999999999972
20160905,9,5,2.142857142857143,0,0.5819999999999794
20160906,9,6,2.2857142857142856,1,1.4110000000000014
20160907,9,7,2.4285714285714284,2,0.2639999999999958
20160908,9,8,2.5714285714285716,3,0.7539999999999907
20160909,9,9,2.7142857142857144,4,0.17100000000000648
20160912,9,12,3.142857142857143,0,0.8520000000000039
20160913,9,13,3.2857142857142856,1,0.8249999999999886
20160914,9,14,3.4285714285714284,2,0.22199999999998
20160915,9,15,3.5714285714285716,3,0.28600000000000136
20160916,9,16,3.7142857142857144,4,0.1629999999999825
20160919,9,19,4.142857142857143,0,0.47699999999998965
20160920,9,20,4.285714285714286,1,0.0940000000000083
20160921,9,21,4.428571428571429,2,1.2600000000000051
20160922,9,22,4.571428571428571,3,0.3120000000000118
20160923,9,23,4.714285714285714,4,0.257000000000005
20160926,9,26,5.142857142857143,0,0.7850000000000108
20160927,9,27,5.285714285714286,1,0.0800000000000125
20160928,9,28,5.428571428571429,2,0.3049999999999926
20160929,9,29,5.571428571428571,3,0.394999999999996
20160930,9,30,5.714285714285714,4,0.355000000000004
20161003,10,3,1.1428571428571428,0,0.18600000000000705
20161004,10,4,1.2857142857142858,1,1.2620000000000005
20161005,10,5,1.4285714285714286,2,0.7250000000000085
20161006,10,6,1.5714285714285714,3,0.48399999999999466
20161007,10,7,1.7142857142857142,4,1.102000000000018
20161010,10,10,2.142857142857143,0,0.6920000000000073
20161011,10,11,2.2857142857142856,1,0.18700000000001182
20161012,10,12,2.4285714285714284,2,0.789999999999992
20161013,10,13,2.5714285714285716,3,0.6439999999999912
20161014,10,14,2.7142857142857144,4,0.6220000000000141
20161017,10,17,3.142857142857143,0,0.36199999999998056
20161018,10,18,3.2857142857142856,1,0.02600000000001046
20161019,10,19,3.4285714285714284,2,0.4259999999999877
20161020,10,20,3.5714285714285716,3,0.5239999999999867
20161021,10,21,3.7142857142857144,4,0.11899999999998556
20161024,10,24,4.142857142857143,0,0.40399999999999636
20161025,10,25,4.285714285714286,1,0.025000000000005684
20161026,10,26,4.428571428571429,2,0.28299999999998704
20161027,10,27,4.571428571428571,3,0.7639999999999958
20161028,10,28,4.714285714285714,4,0.5369999999999777
20161031,10,31,5.142857142857143,0,0.15699999999998226
20161101,11,1,1.2857142857142858,1,0.8160000000000025
20161102,11,2,1.4285714285714286,2,0.6620000000000061
20161103,11,3,1.5714285714285714,3,0.4760000000000133
20161104,11,4,1.7142857142857142,4,0.07399999999999807
20161107,11,7,2.142857142857143,0,1.4609999999999985
20161108,11,8,2.2857142857142856,1,0.6879999999999882
20161109,11,9,2.4285714285714284,2,0.5170000000000101
20161110,11,10,2.5714285714285716,3,1.1389999999999958
20161111,11,11,2.7142857142857144,4,0.16200000000000614
20161114,11,14,3.142857142857143,0,1.5570000000000022
20161115,11,15,3.2857142857142856,1,0.7740000000000151
20161116,11,16,3.4285714285714284,2,0.10899999999999466
20161117,11,17,3.5714285714285716,3,1.0679999999999978
20161118,11,18,3.7142857142857144,4,0.744000000000014
20161121,11,21,4.142857142857143,0,0.11899999999999977
20161122,11,22,4.285714285714286,1,0.333999999999989
20161123,11,23,4.428571428571429,2,1.366999999999976
20161124,11,24,4.571428571428571,3,0.791000000000011
20161125,11,25,4.714285714285714,4,0.11499999999999488
20161128,11,28,5.142857142857143,0,0.8439999999999941
20161129,11,29,5.285714285714286,1,0.4469999999999885
20161130,11,30,5.428571428571429,2,2.0760000000000076
20161201,12,1,1.2857142857142858,3,0.38400000000000034
20161202,12,2,1.7142857142857142,4,0.6009999999999991
20161205,12,5,2.142857142857143,0,0.568000000000012
20161206,12,6,2.2857142857142856,1,0.1670000000000158
20161207,12,7,2.4285714285714284,2,0.24499999999999034
20161208,12,8,2.5714285714285716,3,0.2949999999999875
20161209,12,9,2.7142857142857144,4,1.2450000000000045
20161212,12,12,3.142857142857143,0,0.38800000000001944
20161213,12,13,3.2857142857142856,1,0.16300000000001091
20161214,12,14,3.4285714285714284,2,1.8589999999999947
20161215,12,15,3.5714285714285716,3,1.137999999999991
20161216,12,16,3.7142857142857144,4,0.27299999999999613
20161219,12,19,4.142857142857143,0,0.867999999999995
20161220,12,20,4.285714285714286,1,0.7630000000000194
20161221,12,21,4.428571428571429,2,0.2880000000000109
20161222,12,22,4.571428571428571,3,0.024999999999991473
20161223,12,23,4.714285714285714,4,0.22100000000000364
20161226,12,26,5.142857142857143,0,0.1979999999999933
20161227,12,27,5.285714285714286,1,0.3500000000000085
20161228,12,28,5.428571428571429,2,0.15000000000000568
20161229,12,29,5.571428571428571,3,0.7139999999999986
20161230,12,30,5.714285714285714,4,0.4069999999999965
