date,month,day,week,weekday,res
20160104,1,4,1.1428571428571428,0,0.7539999999999907
20160105,1,5,1.2857142857142858,1,0.3780000000000143
20160106,1,6,1.4285714285714286,2,0.5960000000000036
20160107,1,7,1.5714285714285714,3,0.7979999999999876
20160108,1,8,1.7142857142857142,4,0.44299999999999784
20160111,1,11,2.142857142857143,0,0.532999999999987
20160112,1,12,2.2857142857142856,1,0.11899999999998556
20160113,1,13,2.4285714285714284,2,0.03699999999999193
20160114,1,14,2.5714285714285716,3,0.3859999999999957
20160115,1,15,2.7142857142857144,4,1.086999999999989
20160118,1,18,3.142857142857143,0,0.6280000000000001
20160119,1,19,3.2857142857142856,1,0.3200000000000074
20160120,1,20,3.4285714285714284,2,0.6890000000000214
20160121,1,21,3.5714285714285716,3,0.7560000000000144
20160122,1,22,3.7142857142857144,4,1.0809999999999746
20160125,1,25,4.142857142857143,0,0.36299999999999955
20160126,1,26,4.285714285714286,1,0.12000000000000455
20160127,1,27,4.428571428571429,2,0.2459999999999809
20160128,1,28,4.571428571428571,3,0.14900000000001512
20160129,1,29,4.714285714285714,4,2.312000000000012
20160201,2,1,1.1428571428571428,0,0.3610000000000042
20160202,2,2,1.2857142857142858,1,1.012999999999991
20160203,2,3,1.4285714285714286,2,2.0779999999999887
20160204,2,4,1.5714285714285714,3,1.1110000000000042
20160205,2,5,1.7142857142857142,4,0.04099999999999682
20160208,2,8,2.142857142857143,0,0.9599999999999937
20160209,2,9,2.2857142857142856,1,0.7339999999999947
20160210,2,10,2.4285714285714284,2,1.7849999999999966
20160211,2,11,2.5714285714285716,3,0.896000000000015
20160212,2,12,2.7142857142857144,4,0.7870000000000061
20160215,2,15,3.142857142857143,0,1.1650000000000063
20160216,2,16,3.2857142857142856,1,0.5200000000000102
20160217,2,17,3.4285714285714284,2,0.03100000000000591
20160218,2,18,3.5714285714285716,3,0.8580000000000041
20160219,2,19,3.7142857142857144,4,0.6670000000000016
20160222,2,22,4.142857142857143,0,0.3369999999999891
20160223,2,23,4.285714285714286,1,0.7979999999999876
20160224,2,24,4.428571428571429,2,0.08400000000000318
20160225,2,25,4.571428571428571,3,0.8170000000000073
20160226,2,26,4.714285714285714,4,0.9890000000000043
20160229,2,29,5.142857142857143,0,1.2839999999999918
20160301,3,1,1.1428571428571428,1,1.3020000000000067
20160302,3,2,1.2857142857142858,2,0.5210000000000008
20160303,3,3,1.5714285714285714,3,0.21400000000001285
20160304,3,4,1.7142857142857142,4,0.045000000000001705
20160307,3,7,2.142857142857143,0,0.4899999999999949
20160308,3,8,2.2857142857142856,1,0.811000000000007
20160309,3,9,2.4285714285714284,2,0.6950000000000074
20160310,3,10,2.5714285714285716,3,0.15799999999998704
20160311,3,11,2.7142857142857144,4,0.7059999999999889
20160314,3,14,3.142857142857143,0,0.11200000000000898
20160315,3,15,3.2857142857142856,1,0.7010000000000076
20160316,3,16,3.4285714285714284,2,0.5460000000000065
20160317,3,17,3.5714285714285716,3,1.1550000000000011
20160318,3,18,3.7142857142857144,4,0.2540000000000049
20160321,3,21,4.142857142857143,0,0.21800000000000352
20160322,3,22,4.285714285714286,1,0.43899999999999295
20160323,3,23,4.428571428571429,2,0.13100000000001444
20160324,3,24,4.571428571428571,3,0.3719999999999857
20160325,3,25,4.714285714285714,4,0.291000000000011
20160328,3,28,5.142857142857143,0,0.27899999999999636
20160329,3,29,5.285714285714286,1,0.757000000000005
20160330,3,30,5.428571428571429,2,0.19400000000000261
20160331,3,31,5.571428571428571,3,0.0969999999999942
20160401,4,1,1.7142857142857142,4,0.9010000000000105
20160404,4,4,2.142857142857143,0,0.32699999999998397
20160405,4,5,2.2857142857142856,1,1.004000000000019
20160406,4,6,2.4285714285714284,2,0.5630000000000024
20160407,4,7,2.5714285714285716,3,1.3609999999999758
20160408,4,8,2.7142857142857144,4,0.22399999999998954
20160411,4,11,3.142857142857143,0,0.26600000000000534
20160412,4,12,3.2857142857142856,1,0.5580000000000069
20160413,4,13,3.4285714285714284,2,0.8070000000000164
20160414,4,14,3.5714285714285716,3,0.1560000000000059
20160415,4,15,3.7142857142857144,4,0.7109999999999985
20160418,4,18,4.142857142857143,0,0.0759999999999934
20160419,4,19,4.285714285714286,1,0.3710000000000093
20160420,4,20,4.428571428571429,2,0.6080000000000041
20160421,4,21,4.571428571428571,3,0.3149999999999977
20160422,4,22,4.714285714285714,4,2.1580000000000013
20160425,4,25,5.142857142857143,0,0.4339999999999975
20160426,4,26,5.285714285714286,1,0.25099999999997635
