date,month,day,week,weekday,res
20170619,6,19,4.142857142857143,0,0.7399999999999949
20170620,6,20,4.285714285714286,1,0.12600000000000477
20170621,6,21,4.428571428571429,2,0.11700000000000443
20170622,6,22,4.571428571428571,3,0.1039999999999992
20170623,6,23,4.714285714285714,4,0.013999999999995794
20170626,6,26,5.142857142857143,0,0.6060000000000088
20170627,6,27,5.285714285714286,1,0.3019999999999925
20170628,6,28,5.428571428571429,2,0.07299999999999329
20170629,6,29,5.571428571428571,3,0.18000000000000682
20170630,6,30,5.714285714285714,4,0.4059999999999917
20170703,7,3,1.1428571428571428,0,0.9849999999999994
20170704,7,4,1.2857142857142858,1,0.18200000000000216
20170705,7,5,1.4285714285714286,2,0.04000000000000625
20170706,7,6,1.5714285714285714,3,0.025000000000005684
20170707,7,7,1.7142857142857142,4,0.6830000000000069
20170710,7,10,2.142857142857143,0,0.18600000000000705
20170711,7,11,2.2857142857142856,1,0.2510000000000048
20170712,7,12,2.4285714285714284,2,0.6340000000000003
20170713,7,13,2.5714285714285716,3,0.023000000000010346
20170714,7,14,2.7142857142857144,4,0.6799999999999926
20170717,7,17,3.142857142857143,0,0.04800000000000182
20170718,7,18,3.2857142857142856,1,0.5649999999999977
20170719,7,19,3.4285714285714284,2,0.18900000000000716
20170720,7,20,3.5714285714285716,3,0.09000000000000341
20170721,7,21,3.7142857142857144,4,0.8379999999999939
20170724,7,24,4.142857142857143,0,0.036000000000001364
20170725,7,25,4.285714285714286,1,0.7839999999999918
20170726,7,26,4.428571428571429,2,0.666000000000011
20170727,7,27,4.571428571428571,3,0.027000000000001023
20170728,7,28,4.714285714285714,4,0.6219999999999999
20170731,7,31,5.142857142857143,0,0.3400000000000034
20170801,8,1,1.2857142857142858,1,0.0799999999999983
20170802,8,2,1.4285714285714286,2,0.3680000000000092
20170803,8,3,1.5714285714285714,3,0.7469999999999999
20170804,8,4,1.7142857142857142,4,0.737000000000009
20170807,8,7,2.142857142857143,0,0.05700000000000216
20170808,8,8,2.2857142857142856,1,0.3859999999999957
20170809,8,9,2.4285714285714284,2,0.347999999999999
20170810,8,10,2.5714285714285716,3,0.8319999999999936
20170811,8,11,2.7142857142857144,4,0.08299999999999841
20170814,8,14,3.142857142857143,0,0.5770000000000124
20170815,8,15,3.2857142857142856,1,0.8810000000000002
20170816,8,16,3.4285714285714284,2,0.3289999999999935
20170817,8,17,3.5714285714285716,3,0.7219999999999942
20170818,8,18,3.7142857142857144,4,0.3289999999999935
20170821,8,21,4.142857142857143,0,0.25900000000000034
20170822,8,22,4.285714285714286,1,0.6599999999999966
20170823,8,23,4.428571428571429,2,0.5970000000000084
20170824,8,24,4.571428571428571,3,0.6089999999999947
20170825,8,25,4.714285714285714,4,0.29300000000000637
20170828,8,28,5.142857142857143,0,0.027000000000001023
20170829,8,29,5.285714285714286,1,0.5030000000000001
20170830,8,30,5.428571428571429,2,0.5649999999999977
20170831,8,31,5.571428571428571,3,0.3859999999999957
20170901,9,1,1.7142857142857142,4,0.31799999999999784
20170904,9,4,2.142857142857143,0,0.6310000000000002
20170905,9,5,2.2857142857142856,1,0.8619999999999948
20170906,9,6,2.4285714285714284,2,0.5600000000000023
20170907,9,7,2.5714285714285716,3,0.855000000000004
20170908,9,8,2.7142857142857144,4,0.6999999999999886
20170911,9,11,3.142857142857143,0,1.7009999999999934
20170912,9,12,3.2857142857142856,1,0.7270000000000039
20170913,9,13,3.4285714285714284,2,0.42199999999999704
20170914,9,14,3.5714285714285716,3,0.12399999999999523
20170915,9,15,3.7142857142857144,4,0.32499999999998863
20170918,9,18,4.142857142857143,0,0.6089999999999947
20170919,9,19,4.285714285714286,1,0.0589999999999975
20170920,9,20,4.428571428571429,2,0.804000000000002
20170921,9,21,4.571428571428571,3,0.26300000000000523
20170922,9,22,4.714285714285714,4,0.5360000000000014
20170925,9,25,5.142857142857143,0,0.3819999999999908
20170926,9,26,5.285714285714286,1,0.5829999999999984
20170927,9,27,5.428571428571429,2,0.5450000000000017
20170928,9,28,5.571428571428571,3,0.3539999999999992
20170929,9,29,5.714285714285714,4,0.08699999999998909
20171002,10,2,1.1428571428571428,0,0.22700000000000387
20171003,10,3,1.2857142857142858,1,0.10999999999999943
20171004,10,4,1.4285714285714286,2,0.125
20171005,10,5,1.5714285714285714,3,0.11499999999999488
20171006,10,6,1.7142857142857142,4,0.18200000000000216
20171009,10,9,2.142857142857143,0,0.09200000000001296
20171010,10,10,2.2857142857142856,1,0.16799999999999216
20171011,10,11,2.4285714285714284,2,0.028000000000005798
20171012,10,12,2.5714285714285716,3,0.11399999999999011
20171013,10,13,2.7142857142857144,4,0.3860000000000099
20171016,10,16,3.142857142857143,0,0.30100000000000193
20171017,10,17,3.2857142857142856,1,0.033999999999991815
20171018,10,18,3.4285714285714284,2,0.6899999999999977
20171019,10,19,3.5714285714285716,3,0.35199999999998965
20171020,10,20,3.7142857142857144,4,0.9679999999999893
20171023,10,23,4.142857142857143,0,0.18299999999999272
20171024,10,24,4.285714285714286,1,0.5190000000000055
20171025,10,25,4.428571428571429,2,0.10899999999999466
20171026,10,26,4.571428571428571,3,0.2330000000000041
20171027,10,27,4.714285714285714,4,0.2780000000000058
20171030,10,30,5.142857142857143,0,0.561000000000007
20171031,10,31,5.285714285714286,1,0.5550000000000068
20171101,11,1,1.4285714285714286,2,0.45299999999998875
20171102,11,2,1.5714285714285714,3,0.08199999999999363
20171103,11,3,1.7142857142857142,4,0.06399999999999295
20171106,11,6,2.142857142857143,0,0.4159999999999968
20171107,11,7,2.2857142857142856,1,0.30800000000000693
20171108,11,8,2.4285714285714284,2,0.12300000000000466
20171109,11,9,2.5714285714285716,3,0.39800000000001035
20171110,11,10,2.7142857142857144,4,0.02600000000001046
20171113,11,13,3.142857142857143,0,0.1909999999999883
20171114,11,14,3.2857142857142856,1,0.17200000000001125
20171116,11,16,3.5714285714285716,3,0.3989999999999867
20171117,11,17,3.7142857142857144,4,0.9710000000000036
20171120,11,20,4.142857142857143,0,0.5099999999999909
20171121,11,21,4.285714285714286,1,0.17499999999999716
20171122,11,22,4.428571428571429,2,1.2289999999999992
20171123,11,23,4.571428571428571,3,0.0030000000000001137
20171124,11,24,4.714285714285714,4,0.29999999999999716
20171127,11,27,5.142857142857143,0,0.4099999999999966
20171128,11,28,5.285714285714286,1,0.39100000000000534
20171129,11,29,5.428571428571429,2,0.45000000000000284
20171130,11,30,5.571428571428571,3,0.61099999999999
20171201,12,1,1.4285714285714286,4,0.3509999999999991
20171204,12,4,1.1428571428571428,0,0.3470000000000084
20171205,12,5,1.2857142857142858,1,0.16599999999999682
20171206,12,6,1.4285714285714286,2,0.2879999999999967
20171207,12,7,1.5714285714285714,3,0.7929999999999922
20171208,12,8,1.7142857142857142,4,0.3810000000000002
20171211,12,11,2.142857142857143,0,0.03300000000000125
20171212,12,12,2.2857142857142856,1,0.015999999999991132
20171213,12,13,2.4285714285714284,2,1.0039999999999907
20171214,12,14,2.5714285714285716,3,0.15099999999999625
20171215,12,15,2.7142857142857144,4,0.2049999999999983
20171218,12,18,3.142857142857143,0,0.1869999999999976
20171219,12,19,3.2857142857142856,1,0.347999999999999
20171220,12,20,3.4285714285714284,2,0.507000000000005
20171221,12,21,3.5714285714285716,3,0.06200000000001182
20171222,12,22,3.7142857142857144,4,0.06599999999998829
20171226,12,26,4.285714285714286,1,0.02400000000000091
20171227,12,27,4.428571428571429,2,0.12099999999999511
20171228,12,28,4.571428571428571,3,0.480000000000004
20171229,12,29,4.714285714285714,4,0.2079999999999984
