buy_at_utc,buy_price,dir,sell_at_utc,sell_price,gain,buy_at,sell_at,month,weekday,day,hour,delta
2017-01-02 07:33:00,117.022,-1,2017-01-02 09:34:00,117.409,-38.7,2017-01-02 09:33:00,2017-01-02 11:34:00,1,0,2,9,121
2017-01-02 08:04:00,117.165,-1,2017-01-02 10:07:00,117.416,-25.1,2017-01-02 10:04:00,2017-01-02 12:07:00,1,0,2,10,123
2017-01-02 13:28:00,117.358,1,2017-01-02 15:30:00,117.409,5.1,2017-01-02 15:28:00,2017-01-02 17:30:00,1,0,2,15,122
2017-01-02 19:50:00,117.59,-1,2017-01-02 21:56:00,117.569,2.1,2017-01-02 21:50:00,2017-01-02 23:56:00,1,0,2,21,126
2017-01-02 22:01:00,117.529,1,2017-01-03 00:01:00,117.46,-6.9,2017-01-03 00:01:00,2017-01-03 02:01:00,1,1,3,0,120
2017-01-02 22:31:00,117.361,1,2017-01-03 00:31:00,117.405,4.4,2017-01-03 00:31:00,2017-01-03 02:31:00,1,1,3,0,120
2017-01-02 23:02:00,117.222,1,2017-01-03 01:02:00,117.354,13.2,2017-01-03 01:02:00,2017-01-03 03:02:00,1,1,3,1,120
2017-01-02 23:32:00,117.433,-1,2017-01-03 01:32:00,117.349,8.4,2017-01-03 01:32:00,2017-01-03 03:32:00,1,1,3,1,120
2017-01-02 23:52:00,117.459,-1,2017-01-03 01:52:00,117.418,4.1,2017-01-03 01:52:00,2017-01-03 03:52:00,1,1,3,1,120
2017-01-03 00:14:00,117.374,1,2017-01-03 02:14:00,117.412,3.8,2017-01-03 02:14:00,2017-01-03 04:14:00,1,1,3,2,120
2017-01-03 01:05:00,117.295,1,2017-01-03 03:05:00,117.391,9.6,2017-01-03 03:05:00,2017-01-03 05:05:00,1,1,3,3,120
2017-01-03 07:37:00,117.792,-1,2017-01-03 09:37:00,118.189,-39.7,2017-01-03 09:37:00,2017-01-03 11:37:00,1,1,3,9,120
2017-01-03 08:25:00,117.973,-1,2017-01-03 10:25:00,118.142,-16.9,2017-01-03 10:25:00,2017-01-03 12:25:00,1,1,3,10,120
2017-01-03 09:02:00,118.014,-1,2017-01-03 11:02:00,118.257,-24.3,2017-01-03 11:02:00,2017-01-03 13:02:00,1,1,3,11,120
2017-01-03 09:18:00,118.073,-1,2017-01-03 11:18:00,118.315,-24.2,2017-01-03 11:18:00,2017-01-03 13:18:00,1,1,3,11,120
2017-01-03 09:36:00,118.186,-1,2017-01-03 11:36:00,118.306,-12.0,2017-01-03 11:36:00,2017-01-03 13:36:00,1,1,3,11,120
2017-01-03 10:58:00,118.279,-1,2017-01-03 12:58:00,118.179,10.0,2017-01-03 12:58:00,2017-01-03 14:58:00,1,1,3,12,120
