bOPCL0,bOPCL1,bOPCL2,sGAIN0,sLBNP0,sLBNP1,year,lastDateTime,codeArgValStr,average,std,pipsPerHour,countPerMonth,pipsPerMonth,pipsPerMonthTotal
15,10,15,20,15,30,2016,2016-01-04 17:48:00,15_10_15_20_15_30,0.0,0.0,0.0,0,0.0,0.0
