bMNLN0,sEVNT0,sTIME0,year,lastDateTime,codeArgValStr,average,std,pipsPerHour,countPerMonth,pipsPerMonth,pipsPerMonthTotal
0,20,60,2017,2017-01-01 00:00:01,0_20_60,0.0,0.0,0.0,0,0.0,0.0
