bOPCL0,bOPCL1,bOPCL2,sLBNP0,sLBNP1,year,lastDateTime,codeArgValStr,average,std,pipsPerHour,countPerMonth,pipsPerMonth,pipsPerMonthTotal
15,10,13,15,30,2016,2016-01-01 00:00:01,15_10_13_15_30,0.0,0.0,0.0,0,0.0,0.0
